 *************************************************************************
 ************		    DDM3D_tri_part1		                    **********
 ************	        Algorithm developed by                  **********
 ************	 Kuriyama et al.(1993) and Tang et al. (2019)   **********
 ************	   Codes developed by Wong and Cui (2021)	    **********
 ************	       DDFS3D (version 1.0), 31-5-2021		    **********
 *************************************************************************
 Title: Penny shape crack (section S3-1 of the companion paper) to verify the triangular element                                 
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  0.0000E+00
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:       731
 Number of nodes   :       398
 Times of iteration:        54
 Computing time    :     10.65 s
 Coordinates of center of gravity and displacement discontinuities of each element:
  No.	     Gx            Gy            Gz            Dx            Dy           Dz 
  131   -9.1504E-01    2.3469E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2595E-05
  132   -9.2900E-01    1.4004E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3499E-05
  133   -9.4361E-01    4.5559E-02    0.0000E+00    0.0000E+00    0.0000E+00   -2.2569E-05
  134   -9.7430E-01    3.8205E-04    0.0000E+00    0.0000E+00    0.0000E+00   -1.7309E-05
  135   -8.8229E-01   -2.6043E-02    0.0000E+00    0.0000E+00    0.0000E+00   -3.0280E-05
  136   -9.2998E-01   -1.3997E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3092E-05
  137   -9.1179E-01   -2.3109E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3044E-05
  138   -8.8435E-01   -3.2192E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3063E-05
  139   -8.5354E-01   -4.0748E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2248E-05
  140   -7.0470E-01   -5.2705E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0240E-05
  141   -2.5802E-01   -9.3352E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.9116E-05
  142   -8.4448E-02   -9.6255E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.9473E-05
  143    7.4627E-02   -7.9738E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.7370E-05
  144    2.6419E-02   -9.6918E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.8735E-05
  145    1.6247E-01   -8.4662E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.2161E-05
  146    1.5970E-01   -9.3502E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.1727E-05
  147    2.4866E-01   -9.0168E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3953E-05
  148    3.4394E-01   -8.7383E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3432E-05
  149    4.2959E-01   -8.4120E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2581E-05
  150    5.0995E-01   -7.8928E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3453E-05
  151    5.9044E-01   -7.3766E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2534E-05
  152    6.4449E-01   -7.3075E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7279E-05
  153    6.0422E-01   -6.4395E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0223E-05
  154    7.2094E-01   -6.0456E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3030E-05
  155    7.7736E-01   -5.3106E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2893E-05
  156    8.2646E-01   -4.5073E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2900E-05
  157    8.6562E-01   -3.6765E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3055E-05
  158    8.9661E-01   -2.7841E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3472E-05
  159    9.1910E-01   -1.8656E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3675E-05
  160    9.3466E-01   -9.2258E-02    0.0000E+00    0.0000E+00    0.0000E+00   -2.3376E-05
  161    9.4115E-01    3.9733E-04    0.0000E+00    0.0000E+00    0.0000E+00   -2.3023E-05
  162    8.4596E-01    7.1921E-02    0.0000E+00    0.0000E+00    0.0000E+00   -3.3364E-05
