 *************************************************************************
 ************		    DDFS3D_qua_part2		       **********
 ************	    developed by Wong and Cui (2021)            **********
 ************	       DDFS3D (version 1.0), 31-5-2021		**********
 *************************************************************************
 Title: Flawed Brazilian disk(section 3.3 of the companion paper)to verify the quadrilateral element                                                    
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  1.0000E+15
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:      2094
 Number of nodes   :      2102
 Computing time    :    223.50 s
Stresses and displacments at the controid of each element in the respective local c
  No.	    Szx            Szy          Szz            Ux            Uy           Uz 
  121    1.3191E-08   -2.3170E-07   -2.7068E-07    5.8156E-04    2.7495E-03   -4.7344E-03
  122    6.4066E-08    7.9983E-09   -8.3888E-11   -4.5474E-04    2.9317E-03   -3.0993E-03
  123    2.7797E-08    1.4168E-08   -1.9407E-08   -4.1057E-04    2.6841E-03   -3.2963E-03
  124    2.3063E-08    2.0424E-07   -4.7705E-08   -3.5235E-04    2.5078E-03   -3.4216E-03
  125    2.6169E-08   -1.4304E-07   -4.3352E-08   -2.6096E-04    2.3982E-03   -3.4911E-03
  126    2.2012E-08   -1.9448E-07   -4.2698E-08   -1.3822E-04    2.3414E-03   -3.5237E-03
  127    1.0014E-08    1.6500E-07    1.2175E-07    2.4992E-06    2.3247E-03   -3.5319E-03
  128   -1.1959E-10   -2.0017E-07   -6.2389E-08    1.4311E-04    2.3434E-03   -3.5199E-03
  129    2.1518E-08    3.3814E-08    2.1251E-08    2.6562E-04    2.4023E-03   -3.4834E-03
  130   -8.7242E-09   -1.8188E-07   -2.5041E-08    3.5699E-04    2.5140E-03   -3.4099E-03
  131   -1.3532E-08    1.8961E-07   -3.0191E-08    4.1583E-04    2.6916E-03   -3.2805E-03
  132    7.7805E-09    1.7385E-07   -8.7405E-08    4.6169E-04    2.9394E-03   -3.0802E-03
  133    6.1733E-08   -1.0008E-07   -7.0977E-08   -3.6694E-04    3.0175E-03   -1.6345E-03
  134    4.5228E-08    2.1597E-07    1.7335E-07   -3.1021E-04    2.8151E-03   -1.7955E-03
  135    2.1111E-08    1.0800E-07    1.1036E-07   -2.5776E-04    2.6602E-03   -1.9164E-03
  136    2.0220E-08   -1.6253E-08    3.4292E-09   -1.8810E-04    2.5565E-03   -1.9907E-03
  137    1.0184E-08    1.0132E-07    1.7801E-07   -9.8427E-05    2.4992E-03   -2.0289E-03
  138    6.2404E-09    9.6122E-08   -2.1719E-07    3.5974E-06    2.4816E-03   -2.0394E-03
  139    2.1172E-09    1.9298E-07   -2.7165E-08    1.0561E-04    2.5008E-03   -2.0253E-03
  140   -3.3388E-09   -2.5592E-07   -2.1391E-07    1.9531E-04    2.5596E-03   -1.9835E-03
  141   -4.8504E-09   -1.3711E-08   -5.2639E-08    2.6525E-04    2.6645E-03   -1.9054E-03
  142    1.3187E-08    5.1487E-08   -1.8071E-07    3.1850E-04    2.8200E-03   -1.7810E-03
  143   -1.9103E-08    1.0517E-07    1.0587E-08    3.7685E-04    3.0222E-03   -1.6172E-03
  144    6.9836E-08   -1.2108E-08   -1.8354E-07   -3.0576E-04    3.0096E-03   -3.3205E-04
  145    7.9679E-08    5.7134E-08    6.3678E-08   -2.3887E-04    2.8455E-03   -4.6089E-04
  146    3.1026E-08    1.5822E-08    2.6577E-08   -1.8949E-04    2.7123E-03   -5.7521E-04
  147    6.8766E-09   -1.7522E-07    8.2691E-08   -1.3467E-04    2.6182E-03   -6.5137E-04
  148    1.3568E-08    1.5502E-07   -1.9402E-07   -6.8728E-05    2.5638E-03   -6.9290E-04
  149    2.4799E-08    1.9296E-07    7.1783E-08    4.8889E-06    2.5464E-03   -7.0496E-04
  150    4.9872E-09   -9.4133E-08    1.0098E-07    7.8544E-05    2.5648E-03   -6.8959E-04
  151   -4.7696E-09   -1.0731E-07    2.8695E-08    1.4465E-04    2.6202E-03   -6.4473E-04
  152   -2.0766E-08    1.0718E-07    1.0692E-08    1.9990E-04    2.7150E-03   -5.6524E-04
  153   -4.1963E-09   -2.0265E-08    6.0164E-09    2.5015E-04    2.8482E-03   -4.4778E-04
  154   -5.2857E-09   -1.6410E-07    2.2456E-07    3.1866E-04    3.0119E-03   -3.1662E-04
  155    3.6713E-08    1.1540E-07   -1.4573E-07   -2.6437E-04    2.9198E-03    8.2594E-04
  156    5.2286E-08    1.6272E-07   -4.0870E-08   -1.8928E-04    2.7880E-03    7.2570E-04
  157    3.6692E-08   -1.0043E-07    1.2300E-07   -1.4133E-04    2.6756E-03    6.1906E-04
  158    2.2882E-08    1.1244E-07    2.1444E-08   -9.6448E-05    2.5928E-03    5.4325E-04
  159    1.4038E-08    2.0101E-07   -3.6957E-08   -4.7093E-05    2.5432E-03    5.0005E-04
  160    2.7707E-08   -2.8205E-07    9.9861E-08    6.3106E-06    2.5271E-03    4.8704E-04
  161    7.9156E-09   -4.5412E-08    7.8567E-08    5.9776E-05    2.5438E-03    5.0303E-04
  162   -2.1508E-08   -6.7298E-08    1.8271E-07    1.0935E-04    2.5938E-03    5.4920E-04
  163    3.4841E-10   -1.8113E-07    3.9168E-08    1.5471E-04    2.6768E-03    6.2794E-04
  164    1.6049E-08    8.9596E-08    3.8145E-09    2.0357E-04    2.7888E-03    7.3729E-04
  165   -4.8338E-09   -5.1315E-08   -1.8998E-07    2.8029E-04    2.9201E-03    8.3936E-04
  166    5.1528E-08    7.2907E-08   -1.8482E-07   -2.3748E-04    2.7588E-03    1.8505E-03
  167    2.0684E-08    1.5141E-08    8.0959E-08   -1.5573E-04    2.6538E-03    1.7755E-03
  168    6.7475E-09   -9.2618E-08    6.6682E-08   -1.0816E-04    2.5606E-03    1.6770E-03
  169    6.8791E-09    2.0542E-08    1.5371E-07   -6.9730E-05    2.4895E-03    1.6029E-03
  170    3.0386E-09   -1.7032E-08   -2.3315E-07   -3.1641E-05    2.4460E-03    1.5593E-03
  171    3.2420E-08    3.1622E-08   -2.3508E-07    7.8164E-06    2.4314E-03    1.5458E-03
  172    1.0417E-08   -1.4970E-08    1.9490E-07    4.7339E-05    2.4461E-03    1.5619E-03
  173   -4.8375E-08    8.3474E-08   -1.9960E-07    8.5652E-05    2.4898E-03    1.6081E-03
  174   -8.9230E-09   -1.1283E-07   -2.4521E-07    1.2454E-04    2.5605E-03    1.6847E-03
  175    2.7926E-08   -2.4788E-07   -1.1701E-07    1.7294E-04    2.6530E-03    1.7856E-03
  176   -1.8865E-08   -1.7817E-07    6.8124E-09    2.5626E-04    2.7572E-03    1.8620E-03
